,diff,disc,id
0,-0.042779531329870224,0.12338981032371521,2
1,-0.039072029292583466,0.003988693468272686,4
2,-0.01967955380678177,0.06292008608579636,6
3,-0.03318474069237709,0.19262351095676422,7
4,0.001152882818132639,0.19231796264648438,8
5,-0.03469713404774666,0.06310951709747314,9
6,-0.013813714496791363,0.17476840317249298,10
7,0.05868721753358841,0.005253584589809179,11
8,-0.06712432950735092,0.0012979089515283704,13
9,0.05715262517333031,0.13843466341495514,14
10,0.023626411333680153,0.16473554074764252,15
11,-0.03358573466539383,0.21101748943328857,16
12,0.05640146881341934,0.1137123852968216,18
13,0.0113713713362813,0.001274542068131268,19
14,0.03423648327589035,0.036711812019348145,20
15,-0.015410130843520164,0.002044010441750288,22
16,-0.03353794664144516,0.21324051916599274,23
17,-0.029363781213760376,0.20633737742900848,24
18,-0.032525982707738876,0.0017628665082156658,27
19,-0.03352327644824982,0.15047332644462585,28
20,-0.013168364763259888,0.15033188462257385,30
21,-0.08394163101911545,0.014077804051339626,32
22,-0.0659579262137413,0.017283739522099495,33
23,0.019629132002592087,0.21473000943660736,34
24,0.03715421259403229,0.002516395878046751,35
25,0.010028031654655933,0.17778728902339935,36
26,-0.08552399277687073,0.0007966754492372274,40
27,-0.018594946712255478,0.17225469648838043,41
28,-0.062062498182058334,0.029347987845540047,42
29,-0.02636825293302536,0.20456691086292267,44
30,-0.01870446838438511,0.17976774275302887,45
31,0.01685403101146221,0.12078717350959778,46
32,0.01485118642449379,0.003760539460927248,47
33,0.04415445402264595,0.00137765659019351,49
34,0.042953092604875565,0.0013882630737498403,50
35,0.0687841847538948,0.036759939044713974,51
36,-0.08847858756780624,0.17405830323696136,52
37,0.05354750156402588,0.002338807564228773,53
38,0.07177288830280304,0.0035960141103714705,54
39,0.021058259531855583,0.0008497344679199159,55
40,0.0571918785572052,0.08106744289398193,56
41,-0.057526588439941406,0.17388096451759338,58
42,0.09525934606790543,0.07797008752822876,60
43,0.0627925917506218,0.151277095079422,61
44,0.006579338572919369,0.0036907438188791275,62
45,-0.030894342809915543,0.0258126612752676,64
46,0.010826962999999523,0.001965687843039632,66
47,0.007244403008371592,0.0015769241144880652,67
48,0.02779807709157467,0.004442399367690086,68
49,-0.05391492322087288,0.17883653938770294,70
50,-0.06381534039974213,0.0018054015235975385,72
51,-0.013859008438885212,0.13738617300987244,73
52,-0.03389803320169449,0.2020873725414276,74
53,-0.002267263364046812,0.08634983003139496,75
54,-0.0165540911257267,0.0027569415979087353,77
55,-0.0206627007573843,0.0016826876671984792,79
56,-0.00031681149266660213,0.001680659712292254,82
57,0.0008518027607351542,0.15084706246852875,83
58,-0.01853916049003601,0.14177770912647247,84
59,-0.04055015370249748,0.017729436978697777,85
60,0.044400766491889954,0.06994733214378357,87
61,-0.0991528108716011,0.04934358969330788,88
62,-0.011190369725227356,0.003167652292177081,90
63,0.00552827212959528,0.16232365369796753,91
64,0.06454528868198395,0.0017457905923947692,93
65,-0.0653245747089386,0.15740200877189636,94
66,-0.055006761103868484,0.1271687150001526,96
67,-0.03010433539748192,0.047128841280937195,97
68,0.04492298886179924,0.18235526978969574,98
69,0.02108321711421013,0.0017729555256664753,99
70,-0.111287921667099,0.2029549479484558,101
71,0.04068640246987343,0.023182081058621407,103
72,0.06831624358892441,0.20926159620285034,104
73,0.027671262621879578,0.009766756556928158,105
74,0.02274296246469021,0.002065337263047695,106
75,0.010942014865577221,0.0041069104336202145,108
76,0.08472827821969986,0.05444168299436569,109
77,-0.02369115501642227,0.003069085767492652,110
78,-0.008687801659107208,0.15616777539253235,111
79,-0.007611105218529701,0.09152934700250626,112
80,0.09705191105604172,0.010387273505330086,113
81,-0.021585501730442047,0.14180287718772888,114
82,0.0008310606935992837,0.002547298092395067,115
83,-0.05462101101875305,0.1453319638967514,116
84,-0.011145156808197498,0.03957347944378853,117
85,-0.0009121519979089499,0.0020807788241654634,118
86,-0.06688853353261948,0.0009472572710365057,120
87,0.04056565836071968,0.0010197630617767572,121
88,0.051885563880205154,0.00289897620677948,123
89,0.01707429811358452,0.0636630430817604,124
90,-0.08434674143791199,0.04043792933225632,125
91,0.06764224916696548,0.2021752893924713,126
92,-0.012522412464022636,0.0017521989066153765,127
93,-0.09611950814723969,0.05701243132352829,128
94,0.08409035950899124,0.16907595098018646,129
95,-0.09102992713451385,0.014429251663386822,130
96,-0.04308520630002022,0.005099467001855373,131
97,0.005016753450036049,0.001744513981975615,132
98,-0.01043651346117258,0.18049463629722595,133
99,-0.013075471855700016,0.009385618381202221,135
100,-0.05616499111056328,0.14957982301712036,137
101,-0.0291524026542902,0.006176224909722805,138
102,0.013259018771350384,0.2178741991519928,139
103,-0.04590369015932083,0.00462306197732687,140
104,-0.0072362544015049934,0.13504625856876373,141
105,0.04649258032441139,0.18324001133441925,143
106,-0.08390394598245621,0.0036938106641173363,144
107,0.016770590096712112,0.0012918844586238265,146
108,0.060167666524648666,0.041513584554195404,147
109,-0.036488182842731476,0.00127358827739954,148
110,-0.037503380328416824,0.19773204624652863,151
111,0.012183034792542458,0.0014084235299378633,152
112,0.01711750589311123,0.1903831511735916,153
113,-0.12556058168411255,0.0016118423081934452,155
114,0.007433044724166393,0.07045387476682663,156
115,0.052461814135313034,0.06244533509016037,157
116,0.07094316184520721,0.00295995338819921,158
117,-0.04129958525300026,0.21116507053375244,159
118,0.10212373733520508,0.14201413094997406,160
119,-0.004996282979846001,0.016810748726129532,161
120,-0.014205669052898884,0.140689417719841,162
121,-0.005533530376851559,0.16788318753242493,164
122,-0.02766551449894905,0.05119921267032623,165
123,-0.054189540445804596,0.04426993429660797,166
124,-0.033335257321596146,0.1929112672805786,167
125,-0.12941549718379974,0.14829127490520477,168
126,-0.03941900283098221,0.14763881266117096,169
127,-0.001133285346440971,0.1501823216676712,170
128,-0.025634313002228737,0.051065843552351,171
129,-0.011013833805918694,0.20671869814395905,173
130,-0.08590980619192123,0.003651056904345751,174
131,0.025902941823005676,0.07833094894886017,177
132,-0.015752756968140602,0.18271882832050323,178
133,-0.05008748918771744,0.0025514860171824694,179
134,-0.007825899869203568,0.09153783321380615,180
135,-0.048460446298122406,0.03256601095199585,181
136,-0.05214764177799225,0.05755149573087692,183
137,0.030353108420968056,0.19261795282363892,186
138,0.028120597824454308,0.16284407675266266,187
139,0.05245291814208031,0.19285136461257935,188
140,-0.019052637740969658,0.05880804732441902,189
141,-0.03232225403189659,0.1781543791294098,190
142,0.011024698615074158,0.17036060988903046,193
143,-0.008904638700187206,0.0013435074361041188,194
144,0.01826866716146469,0.006885521579533815,196
145,-0.020504780113697052,0.005493554752320051,197
146,0.06364700198173523,0.15263786911964417,198
